year,sex,hindfoot_length,weight,genus,species,taxa,plot_type,weight_oz
1997,M,20.0,24.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.8465608465608465
1991,M,17.0,14.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.49382716049382713
1993,not reported,,,Amphispiza,bilineata,Bird,Control,
1999,F,36.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1985,F,36.0,33.0,Dipodomys,merriami,Rodent,Control,1.164021164021164
1981,F,34.0,41.0,Dipodomys,ordii,Rodent,Rodent Exclosure,1.4462081128747795
2002,M,23.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.599647266313933
1997,F,35.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1996,not reported,,,Ammospermophilus,harrisi,Rodent,Control,
1978,M,,130.0,Spermophilus,spilosoma,Rodent,Control,4.585537918871252
1994,not reported,,,Sceloporus,undulatus,Reptile,Short-term Krat Exclosure,
1986,F,47.0,134.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.72663139329806
1983,M,37.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1979,F,33.0,274.0,Neotoma,albigula,Rodent,Control,9.66490299823633
1997,F,18.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.42328042328042326
1996,M,22.0,16.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.564373897707231
2002,M,37.0,36.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.2698412698412698
1996,F,36.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4814814814814814
1982,F,36.0,37.0,Dipodomys,ordii,Rodent,Rodent Exclosure,1.3051146384479717
1997,M,27.0,32.0,Chaetodipus,baileyi,Rodent,Rodent Exclosure,1.128747795414462
1998,M,27.0,29.0,Chaetodipus,baileyi,Rodent,Control,1.0229276895943562
1981,not reported,,,Spermophilus,spilosoma,Rodent,Rodent Exclosure,
1987,M,22.0,27.0,Onychomys,leucogaster,Rodent,Control,0.9523809523809523
1979,M,50.0,144.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,5.079365079365079
1990,F,,107.0,Dipodomys,spectabilis,Rodent,Control,3.7742504409171076
2000,F,22.0,16.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.564373897707231
1988,not reported,,,Ammospermophilus,harrisi,Rodent,Control,
1998,F,16.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.2821869488536155
2001,F,26.0,29.0,Chaetodipus,baileyi,Rodent,Spectab exclosure,1.0229276895943562
1997,F,35.0,46.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.6225749559082892
1978,M,36.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
2002,M,36.0,26.0,Dipodomys,merriami,Rodent,Control,0.9171075837742504
1993,F,17.0,16.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.564373897707231
1987,M,21.0,24.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.8465608465608465
1991,M,19.0,32.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1.128747795414462
1990,M,37.0,47.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.657848324514991
1984,F,37.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1981,M,49.0,135.0,Dipodomys,spectabilis,Rodent,Control,4.761904761904762
1991,F,19.0,11.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,0.3880070546737213
1983,M,35.0,44.0,Dipodomys,ordii,Rodent,Control,1.5520282186948853
1987,F,20.0,27.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.9523809523809523
2002,F,26.0,28.0,Chaetodipus,baileyi,Rodent,Control,0.9876543209876543
1996,M,20.0,19.0,Peromyscus,leucopus,Rodent,Rodent Exclosure,0.6701940035273368
1988,M,37.0,39.0,Dipodomys,merriami,Rodent,Control,1.3756613756613756
1981,M,50.0,129.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.55026455026455
1987,M,37.0,47.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.657848324514991
1981,F,20.0,24.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.8465608465608465
1997,F,36.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4109347442680775
1991,M,36.0,,Dipodomys,ordii,Rodent,Spectab exclosure,
1992,M,17.0,9.0,Reithrodontomys,megalotis,Rodent,Control,0.31746031746031744
1989,M,20.0,19.0,Peromyscus,eremicus,Rodent,Control,0.6701940035273368
1986,M,51.0,12.0,Dipodomys,spectabilis,Rodent,Control,0.42328042328042326
1984,M,18.0,15.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,0.5291005291005291
1980,F,,26.0,Onychomys,torridus,Rodent,Spectab exclosure,0.9171075837742504
1996,M,38.0,54.0,Dipodomys,merriami,Rodent,Control,1.9047619047619047
1991,M,17.0,8.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.2821869488536155
1977,F,32.0,48.0,Dipodomys,ordii,Rodent,Control,1.693121693121693
1996,F,17.0,9.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.31746031746031744
1981,F,32.0,185.0,Neotoma,albigula,Rodent,Rodent Exclosure,6.525573192239858
1985,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3527336860670194
1996,M,33.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1999,M,37.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1999,F,20.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.599647266313933
1997,M,36.0,45.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.5873015873015872
1996,F,15.0,9.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.31746031746031744
2002,M,37.0,63.0,Dipodomys,ordii,Rodent,Spectab exclosure,2.2222222222222223
1996,M,15.0,9.0,Perognathus,flavus,Rodent,Control,0.31746031746031744
1990,M,16.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.24691358024691357
1980,F,16.0,12.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.42328042328042326
2000,F,34.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1996,M,23.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.599647266313933
2000,F,22.0,21.0,Chaetodipus,penicillatus,Rodent,Control,0.7407407407407407
1985,M,37.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
2002,M,27.0,,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,
1987,F,20.0,25.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.8818342151675485
1989,F,22.0,29.0,Onychomys,torridus,Rodent,Rodent Exclosure,1.0229276895943562
1994,F,39.0,42.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.4814814814814814
1990,F,16.0,14.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.49382716049382713
1998,M,27.0,27.0,Chaetodipus,baileyi,Rodent,Control,0.9523809523809523
1988,F,16.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.2821869488536155
1986,M,34.0,27.0,Dipodomys,merriami,Rodent,Control,0.9523809523809523
1998,F,26.0,33.0,Chaetodipus,baileyi,Rodent,Control,1.164021164021164
2002,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.0582010582010581
1984,F,20.0,42.0,Onychomys,leucogaster,Rodent,Spectab exclosure,1.4814814814814814
1985,M,34.0,41.0,Dipodomys,ordii,Rodent,Control,1.4462081128747795
1992,F,35.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1981,M,,192.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,6.772486772486772
1981,F,47.0,,Dipodomys,spectabilis,Rodent,Control,
1980,M,,104.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,3.6684303350970016
1983,F,34.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5520282186948853
1987,M,37.0,44.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5520282186948853
1999,F,26.0,29.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0229276895943562
1986,F,35.0,50.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.763668430335097
1988,F,17.0,13.0,Reithrodontomys,fulvescens,Rodent,Rodent Exclosure,0.4585537918871252
2002,M,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control,0.599647266313933
1979,M,35.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1983,F,15.0,5.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.1763668430335097
1988,M,37.0,59.0,Dipodomys,ordii,Rodent,Control,2.0811287477954146
1998,M,27.0,42.0,Chaetodipus,baileyi,Rodent,Control,1.4814814814814814
1998,F,26.0,33.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.164021164021164
1978,M,54.0,149.0,Dipodomys,spectabilis,Rodent,Control,5.2557319223985886
1981,M,54.0,99.0,Dipodomys,spectabilis,Rodent,Control,3.492063492063492
1982,F,38.0,41.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4462081128747795
1983,F,36.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1989,F,21.0,31.0,Onychomys,leucogaster,Rodent,Control,1.09347442680776
1992,M,35.0,42.0,Dipodomys,ordii,Rodent,Rodent Exclosure,1.4814814814814814
1991,F,36.0,,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,
1996,F,23.0,16.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure,0.564373897707231
1997,F,35.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1998,F,35.0,53.0,Dipodomys,merriami,Rodent,Control,1.8694885361552027
1989,M,20.0,29.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1.0229276895943562
1998,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control,0.599647266313933
1991,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.31746031746031744
2000,M,26.0,35.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.2345679012345678
1987,M,21.0,21.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.7407407407407407
1986,not reported,,,Campylorhynchus,brunneicapillus,Bird,Short-term Krat Exclosure,
1988,M,36.0,48.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.693121693121693
1993,F,36.0,39.0,Dipodomys,merriami,Rodent,Control,1.3756613756613756
1983,F,36.0,38.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.3403880070546736
1997,F,21.0,25.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.8818342151675485
1998,F,25.0,19.0,Chaetodipus,baileyi,Rodent,Control,0.6701940035273368
1989,M,22.0,29.0,Onychomys,torridus,Rodent,Control,1.0229276895943562
1996,F,21.0,24.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.8465608465608465
1990,M,16.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.2821869488536155
2002,M,20.0,23.0,Onychomys,torridus,Rodent,Spectab exclosure,0.8112874779541446
1990,M,16.0,8.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.2821869488536155
1995,M,38.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1996,F,16.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.2821869488536155
1992,M,37.0,55.0,Dipodomys,merriami,Rodent,Control,1.9400352733686066
1978,M,20.0,22.0,Peromyscus,eremicus,Rodent,Control,0.7760141093474426
1992,F,20.0,18.0,Peromyscus,eremicus,Rodent,Control,0.6349206349206349
1989,M,37.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1996,not reported,,,Ammospermophilus,harrisi,Rodent,Control,
2001,F,22.0,,Chaetodipus,penicillatus,Rodent,Control,
1991,M,18.0,24.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure,0.8465608465608465
1989,F,33.0,155.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,5.467372134038801
1979,M,48.0,130.0,Dipodomys,spectabilis,Rodent,Control,4.585537918871252
1985,M,35.0,45.0,Dipodomys,ordii,Rodent,Control,1.5873015873015872
1981,F,,35.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.2345679012345678
1997,M,36.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1996,F,24.0,26.0,Chaetodipus,baileyi,Rodent,Control,0.9171075837742504
1984,M,22.0,41.0,Onychomys,leucogaster,Rodent,Spectab exclosure,1.4462081128747795
1992,M,36.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
2001,M,21.0,16.0,Chaetodipus,penicillatus,Rodent,Control,0.564373897707231
1981,M,16.0,6.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.21164021164021163
1983,M,51.0,96.0,Dipodomys,spectabilis,Rodent,Control,3.386243386243386
1995,F,14.0,5.0,Perognathus,flavus,Rodent,Control,0.1763668430335097
1998,M,21.0,28.0,Onychomys,torridus,Rodent,Control,0.9876543209876543
1983,M,50.0,131.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.620811287477954
1988,F,33.0,54.0,Dipodomys,ordii,Rodent,Control,1.9047619047619047
2001,M,23.0,17.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.599647266313933
1979,F,34.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1987,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure,
1996,F,17.0,10.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.3527336860670194
1982,M,51.0,107.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,3.7742504409171076
1995,F,20.0,30.0,Peromyscus,eremicus,Rodent,Spectab exclosure,1.0582010582010581
2002,M,20.0,15.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.5291005291005291
1989,M,35.0,54.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.9047619047619047
1994,M,37.0,38.0,Dipodomys,merriami,Rodent,Control,1.3403880070546736
1998,F,35.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1977,F,49.0,127.0,Dipodomys,spectabilis,Rodent,Control,4.479717813051146
1981,M,49.0,96.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,3.386243386243386
1997,M,25.0,29.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0229276895943562
1988,M,20.0,22.0,Peromyscus,eremicus,Rodent,Control,0.7760141093474426
1998,F,25.0,35.0,Chaetodipus,baileyi,Rodent,Control,1.2345679012345678
2001,F,25.0,36.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.2698412698412698
1985,M,49.0,154.0,Dipodomys,spectabilis,Rodent,Control,5.432098765432099
2002,F,37.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1991,M,37.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1982,F,35.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1985,M,37.0,45.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5873015873015872
1995,F,23.0,20.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.7054673721340388
1984,M,36.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1985,M,34.0,46.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.6225749559082892
1988,M,37.0,43.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5167548500881833
1990,M,35.0,40.0,Dipodomys,ordii,Rodent,Control,1.4109347442680775
1988,F,18.0,12.0,Onychomys,leucogaster,Rodent,Control,0.42328042328042326
1992,M,37.0,32.0,Dipodomys,merriami,Rodent,Control,1.128747795414462
1990,F,36.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1997,M,26.0,28.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.9876543209876543
1997,M,16.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.2821869488536155
1992,M,38.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1978,F,21.0,20.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.7054673721340388
1996,M,22.0,27.0,Onychomys,torridus,Rodent,Control,0.9523809523809523
1990,M,37.0,39.0,Dipodomys,merriami,Rodent,Control,1.3756613756613756
1977,F,49.0,110.0,Dipodomys,spectabilis,Rodent,Control,3.880070546737213
1989,F,20.0,14.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.49382716049382713
1981,F,,58.0,Dipodomys,ordii,Rodent,Control,2.0458553791887124
1987,F,37.0,45.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5873015873015872
1978,M,51.0,139.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.90299823633157
1990,F,31.0,98.0,Sigmodon,hispidus,Rodent,Long-term Krat Exclosure,3.45679012345679
1982,F,35.0,37.0,Dipodomys,merriami,Rodent,Control,1.3051146384479717
1978,F,36.0,34.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.199294532627866
1991,M,20.0,20.0,Onychomys,torridus,Rodent,Control,0.7054673721340388
1999,F,26.0,32.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.128747795414462
1999,F,20.0,22.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7760141093474426
1980,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure,
1981,F,49.0,131.0,Dipodomys,spectabilis,Rodent,Control,4.620811287477954
1987,M,17.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.42328042328042326
1983,M,16.0,9.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.31746031746031744
1998,M,20.0,29.0,Onychomys,torridus,Rodent,Control,1.0229276895943562
2000,F,26.0,34.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.199294532627866
2002,M,27.0,40.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.4109347442680775
1978,F,,44.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.5520282186948853
1985,F,32.0,174.0,Neotoma,albigula,Rodent,Control,6.137566137566138
1981,F,36.0,43.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5167548500881833
1993,F,17.0,15.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.5291005291005291
1989,M,22.0,41.0,Onychomys,leucogaster,Rodent,Control,1.4462081128747795
1996,F,17.0,9.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.31746031746031744
2000,F,42.0,46.0,Dipodomys,ordii,Rodent,Rodent Exclosure,1.6225749559082892
1989,F,22.0,22.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,0.7760141093474426
1984,F,36.0,24.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,0.8465608465608465
1992,not reported,,,Pipilo,chlorurus,Bird,Spectab exclosure,
2000,M,36.0,55.0,Dipodomys,ordii,Rodent,Control,1.9400352733686066
2002,F,32.0,190.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,6.701940035273369
1984,M,36.0,46.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.6225749559082892
1992,M,16.0,14.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.49382716049382713
1984,F,19.0,32.0,Onychomys,leucogaster,Rodent,Spectab exclosure,1.128747795414462
1995,F,32.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1991,F,17.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.31746031746031744
1991,not reported,,,Ammospermophilus,harrisi,Rodent,Spectab exclosure,
2001,F,22.0,25.0,Chaetodipus,penicillatus,Rodent,Control,0.8818342151675485
1992,F,21.0,21.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.7407407407407407
1998,not reported,,,Ammospermophilus,harrisi,Rodent,Spectab exclosure,
2001,M,23.0,18.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.6349206349206349
1985,M,38.0,54.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.9047619047619047
1982,M,37.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1981,F,,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1990,F,29.0,46.0,Sigmodon,fulviventer,Rodent,Long-term Krat Exclosure,1.6225749559082892
1996,M,17.0,10.0,Perognathus,flavus,Rodent,Control,0.3527336860670194
1999,F,20.0,20.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure,0.7054673721340388
1980,M,21.0,17.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.599647266313933
2002,M,38.0,53.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.8694885361552027
1980,M,35.0,241.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,8.500881834215168
1986,M,36.0,,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,
1994,M,50.0,112.0,Dipodomys,spectabilis,Rodent,Control,3.950617283950617
1978,F,47.0,110.0,Dipodomys,spectabilis,Rodent,Control,3.880070546737213
1983,F,36.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1999,F,21.0,37.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,1.3051146384479717
1988,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.599647266313933
1996,F,16.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.2821869488536155
1981,M,,,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,
1985,F,34.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1987,M,,20.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.7054673721340388
1994,not reported,,,Spermophilus,spilosoma,Rodent,Rodent Exclosure,
1997,M,16.0,8.0,Perognathus,flavus,Rodent,Control,0.2821869488536155
1977,F,36.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1981,M,53.0,138.0,Dipodomys,spectabilis,Rodent,Control,4.867724867724868
1998,not reported,,,Spermophilus,spilosoma,Rodent,Rodent Exclosure,
1997,F,37.0,52.0,Dipodomys,ordii,Rodent,Long-term Krat Exclosure,1.8342151675485008
2002,F,20.0,21.0,Peromyscus,eremicus,Rodent,Spectab exclosure,0.7407407407407407
1999,F,25.0,33.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.164021164021164
1997,M,22.0,,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,
1998,M,26.0,31.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.09347442680776
1996,M,36.0,37.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.3051146384479717
1987,M,37.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1999,F,26.0,34.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.199294532627866
2001,M,28.0,41.0,Chaetodipus,baileyi,Rodent,Rodent Exclosure,1.4462081128747795
1997,F,20.0,30.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,1.0582010582010581
1990,M,36.0,35.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.2345679012345678
1995,F,36.0,48.0,Dipodomys,ordii,Rodent,Control,1.693121693121693
1991,F,17.0,11.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.3880070546737213
1989,M,21.0,22.0,Peromyscus,eremicus,Rodent,Control,0.7760141093474426
1998,M,37.0,37.0,Dipodomys,merriami,Rodent,Control,1.3051146384479717
2001,M,28.0,43.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.5167548500881833
1999,F,26.0,35.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.2345679012345678
1996,F,16.0,8.0,Perognathus,flavus,Rodent,Control,0.2821869488536155
1998,M,16.0,29.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,1.0229276895943562
1983,M,36.0,35.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.2345679012345678
1989,F,37.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
2001,M,36.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1987,M,20.0,27.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.9523809523809523
1996,M,38.0,34.0,Dipodomys,ordii,Rodent,Control,1.199294532627866
1987,F,21.0,22.0,Peromyscus,eremicus,Rodent,Control,0.7760141093474426
1985,M,37.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1996,F,15.0,10.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.3527336860670194
1980,M,47.0,134.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.72663139329806
1985,M,34.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1995,F,36.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4814814814814814
1980,F,36.0,42.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.4814814814814814
1982,F,36.0,42.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4814814814814814
1982,F,15.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.24691358024691357
2000,M,37.0,32.0,Dipodomys,ordii,Rodent,Control,1.128747795414462
1984,F,35.0,54.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.9047619047619047
1984,F,33.0,195.0,Neotoma,albigula,Rodent,Rodent Exclosure,6.878306878306878
1981,F,21.0,22.0,Onychomys,torridus,Rodent,Control,0.7760141093474426
1985,M,34.0,44.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.5520282186948853
1982,M,21.0,28.0,Onychomys,torridus,Rodent,Control,0.9876543209876543
1995,F,19.0,19.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure,0.6701940035273368
1995,F,37.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1981,M,,47.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.657848324514991
1988,M,15.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.31746031746031744
1981,F,21.0,19.0,Onychomys,torridus,Rodent,Control,0.6701940035273368
1987,F,17.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3880070546737213
1998,F,20.0,23.0,Onychomys,torridus,Rodent,Control,0.8112874779541446
1990,F,21.0,14.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.49382716049382713
1998,F,26.0,19.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.6701940035273368
2002,F,27.0,38.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.3403880070546736
1997,M,15.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.24691358024691357
2001,F,36.0,58.0,Dipodomys,merriami,Rodent,Control,2.0458553791887124
1999,M,35.0,25.0,Dipodomys,merriami,Rodent,Control,0.8818342151675485
1990,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.3527336860670194
2000,F,25.0,30.0,Chaetodipus,baileyi,Rodent,Control,1.0582010582010581
1978,M,,83.0,Dipodomys,spectabilis,Rodent,Control,2.927689594356261
1989,M,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
